,x_coordinate,Total_Pressure_Recovery,Avg_total_pressure
242,0.085184766,0.22524988226196455,24823913.289589595
243,0.085633572,0.2250989402530693,24807278.557962015
244,0.086067855,0.22495513254147945,24791430.069487646
245,0.086488084,0.2248178948001051,24776305.631873187
246,0.086894716,0.2246867883350354,24761856.898369253
247,0.087288189,0.22456124385400186,24748021.129489526
248,0.087668931,0.2244409484064763,24734763.836173676
249,0.088037351,0.22432578866711764,24722072.529276714
250,0.08839385,0.2242154667425823,24709914.379132066
251,0.088738813,0.22410971172968708,24698259.530553732
252,0.089072614,0.2240082613899538,24687079.08325916
253,0.089395613,0.22391090462823232,24676349.773273025
254,0.08970816,0.22381747902325946,24666053.700779736
255,0.090010593,0.2237278353181004,24656174.41675313
256,0.09030324,0.22364172957078707,24646685.037297845
257,0.090586417,0.22355897017785747,24637564.446541693
258,0.090860431,0.22347941765245022,24628797.27218028
259,0.091125578,0.22340292934489492,24620367.79334836
260,0.091382146,0.22332937883759926,24612262.07805485
261,0.09163041,0.2232587159435006,24604474.5953788
262,0.091870642,0.22319077961890751,24596987.59732146
263,0.0921031,0.2231254255326245,24589785.177703217
264,0.092328035,0.22306259725252303,24582861.117358718
265,0.092545692,0.2230021966147547,24576204.598032095
266,0.092756306,0.22294410252965507,24569802.274902467
267,0.092960105,0.2228882215666764,24563643.851352625
268,0.093157309,0.22283446415507852,24557719.45613973
269,0.093348131,0.22278272891050113,24552017.916087817
270,0.093532779,0.22273298335766237,24546535.65222241
271,0.093711452,0.22268520648554535,24541270.34900107
272,0.093884343,0.22263936673306964,24536218.528199892
273,0.094051639,0.22259541210911757,24531374.460080054
274,0.094213522,0.22255325789307095,24526728.807911787
275,0.094370167,0.2225129028224007,24522281.432556674
276,0.094521742,0.222474281654145,24518025.1438417
277,0.094668413,0.22243736078587395,24513956.238573764
278,0.094810338,0.22240218833274247,24510080.01933693
279,0.09494767,0.22236877439400657,24506397.599130917
280,0.095080559,0.22233718619448992,24502916.38654203
281,0.095209147,0.22230756085271572,24499651.492869314
282,0.095333574,0.22228001820151705,24496616.124423146
283,0.095453975,0.22225478208158822,24493834.94981569
284,0.09557048,0.2222321390327051,24491339.547480997
285,0.095683215,0.22221263374510863,24489189.945611637
286,0.095792302,0.222196994385292,24487466.39260422
287,0.095897859,0.22219137220003782,24486846.79343797
288,0.096,0.22212872069955664,24479942.21528774
289,0.096100606,0.22204449201493415,24470659.699609738
290,0.096227262,0.2219737389937633,24462862.284379665
291,0.096386711,0.22188353640495068,24452921.407959685
292,0.096587447,0.2217627315080553,24439607.97021058
293,0.096840158,0.2216008892914681,24421771.969095677
294,0.097158302,0.22138582840985024,24398070.945931297
295,0.097558822,0.22110718938821183,24367363.223277736
296,0.098063046,0.22074753770932554,24327727.4108126
297,0.098697828,0.22027175825200748,24275293.607629985
298,0.09949697,0.21959179181115057,24200357.15129021
299,0.10050303,0.21881547889943156,24114802.725189827
300,0.101302172,0.21840145302857314,24069174.54454606
301,0.101936954,0.2180986522879828,24035804.05283723
302,0.102441178,0.21785975418162237,24009476.021862093
303,0.102841698,0.21766500300000455,23988013.251728863
304,0.103159842,0.21751525248428188,23971509.829928856
305,0.103412553,0.21739372737157275,23958117.019996595
306,0.103613289,0.21729758471301233,23947521.51159691
307,0.103772738,0.21722626143059268,23939661.250092953
308,0.103899394,0.2171610944664047,23932479.45247289
309,0.104,0.2171581324349436,23932153.018508032
310,0.10410174,0.21706934841404849,23922368.47693993
311,0.10420446,0.21702544147813396,23917529.664333202
312,0.104308171,0.21698759803056908,23913359.08519018
313,0.104412882,0.216950414442748,23909261.226622634
314,0.104518602,0.21691256953141738,23905090.486163683
315,0.104625341,0.2168743053385239,23900873.53831472
316,0.10473311,0.21683617602414287,23896671.45490193
317,0.104841917,0.21679690085528494,23892343.091324676
318,0.104951773,0.21675726634210724,23887975.12580781
