,x_coordinate,Mass_Flux_Average_Mach
0,0.0,4.991847025262813
1,0.000107382,4.984751751008001
2,0.000217894,4.982467345105143
3,0.000331629,4.979782279920139
4,0.00044868,4.977021758069486
5,0.000569144,4.974231408035079
6,0.00069312,4.97141926185455
7,0.000820711,4.968547053733111
8,0.000952022,4.965718436621227
9,0.001087162,4.96279275867802
10,0.001226242,4.959877696631801
11,0.001369377,4.956984986915239
12,0.001516686,4.95394546843714
13,0.001668289,4.950934493318343
14,0.001824313,4.9479199373380505
15,0.001984886,4.944743795475308
16,0.002150141,4.941572274086222
17,0.002320215,4.938376951751298
18,0.002495247,4.9350427548949
19,0.002675382,4.931686882056544
20,0.00286077,4.928296410366026
21,0.003051563,4.924788307028784
22,0.003247919,4.9212467796552
23,0.00345,4.917670434004455
24,0.003657973,4.913989330501532
25,0.00387201,4.910266942310139
26,0.004092288,4.906505191553803
27,0.004318988,4.902644502181171
28,0.004552298,4.898720859130187
29,0.004792411,4.894750662345815
30,0.005039525,4.890690285310278
31,0.005293843,4.886521502790834
32,0.005555577,4.882300738778904
33,0.005824943,4.877982119426842
34,0.006102162,4.873527152714251
35,0.006387464,4.868972938838904
36,0.006681085,4.864295289209851
37,0.006983266,4.859467857700341
38,0.007294259,4.854456206939102
39,0.007614319,4.849255137810666
40,0.00794371,4.843820980245402
41,0.008282706,4.838104513699913
42,0.008631587,4.832108606687394
43,0.008990639,4.825832418121056
44,0.00936016,4.8192236727148785
45,0.009740455,4.812280677642376
46,0.010131839,4.8049829013995105
47,0.010534634,4.7973041099437586
48,0.010949174,4.7892284773860405
49,0.0113758,4.780763650567631
50,0.011814865,4.771880708768729
51,0.012266732,4.762566790919277
52,0.012731774,4.752851286665513
53,0.013210375,4.742723541282943
54,0.013702931,4.732179838059961
55,0.014209848,4.718974804854976
56,0.014731546,4.704394541950173
57,0.015268454,4.6923492643035445
58,0.015790152,4.681077794473842
59,0.016297069,4.667896892255561
60,0.016789625,4.653972088816765
61,0.017268226,4.6429559055468586
62,0.017733268,4.632906998556358
63,0.018185135,4.623371569212287
64,0.0186242,4.612061695471106
65,0.019050826,4.599784085312544
66,0.019465366,4.589905084332755
67,0.019868161,4.581286083104769
68,0.020259545,4.573077633871705
69,0.02063984,4.563863650055537
70,0.021009361,4.553595676297549
71,0.021368413,4.544433113188287
72,0.021717294,4.536781413920927
73,0.02205629,4.529929295637638
74,0.022385681,4.522769259942314
75,0.022705741,4.514556401497608
76,0.023016734,4.506480640912803
77,0.023318915,4.499615287153222
78,0.023612536,4.4937685791581075
79,0.023897838,4.488507847344457
80,0.024175057,4.483025318417012
81,0.024444423,4.476883857185292
82,0.024706157,4.470707397514805
83,0.024960475,4.465168766823853
84,0.025207589,4.4603797398352905
85,0.025447702,4.456037571025326
86,0.025681012,4.451684027633481
87,0.025907712,4.446774925860986
88,0.02612799,4.441194433792862
89,0.026342027,4.435197897803637
90,0.02655,4.429143224068803
91,0.026752081,4.423191107933778
92,0.026948437,4.417216488650941
93,0.02713923,4.411100702190331
94,0.027324618,4.404600336884606
95,0.027504753,4.397552340926011
96,0.027679785,4.389997988505953
97,0.027849859,4.382035604168399
98,0.028015114,4.373827296646941
99,0.028175687,4.365571882963773
100,0.028331711,4.357294984557
101,0.028483314,4.34885036116438
102,0.028630623,4.34014460615761
103,0.028773758,4.330931262242149
104,0.028912838,4.320968332862979
105,0.029047978,4.310301211648888
106,0.029179289,4.299054052218364
107,0.02930688,4.287373019154197
108,0.029430856,4.275295234700269
109,0.02955132,4.262697757290835
110,0.029668371,4.249633071452998
111,0.029782106,4.236175534158497
112,0.029892618,4.221709278072627
113,0.03,4.205093167701087
114,0.030111111,4.18299070910738
115,0.030222222,4.159387724815073
116,0.030333333,4.13566012649203
117,0.030444444,4.111412086081027
118,0.030555556,4.0867963220222245
119,0.030666667,4.06261454425596
120,0.030777778,4.039451958876296
121,0.030888889,4.016894069612377
122,0.031,3.996349239476573
123,0.031094642,3.983449921068189
124,0.031209303,3.967700146504396
125,0.031348219,3.949636060666551
126,0.031516518,3.9292596947512957
127,0.031720418,3.906493138653649
128,0.031967449,3.8815379238136183
129,0.032266733,3.85544960852699
130,0.032629324,3.8305364071191166
131,0.033068613,3.806615613422668
132,0.033600824,3.783051372820813
133,0.034245612,3.761079668639845
134,0.03502679,3.740824908847417
135,0.03597321,3.7234483013849946
136,0.036754388,3.714722808898215
137,0.037399176,3.709896899525213
138,0.037931387,3.7068106495307838
139,0.038370676,3.704769740642479
140,0.038733267,3.7033614980699316
141,0.039032551,3.702234755738636
142,0.039279582,3.701225503137
143,0.039483482,3.7002896327269084
144,0.039651781,3.6994350540031515
145,0.039790697,3.6986621395402364
146,0.039905358,3.6979588105954586
147,0.04,3.697181452414006
148,0.040102141,3.6968111940488084
149,0.040207698,3.696134797323588
150,0.040316785,3.6952971605297655
151,0.04042952,3.694370802460248
152,0.040546025,3.693346153515537
153,0.040666426,3.6922135549180832
154,0.040790853,3.6909701894249833
155,0.040919441,3.689610846823107
156,0.04105233,3.6881298036303485
157,0.041189662,3.6865159577860287
158,0.041331587,3.6847564539366373
159,0.041478258,3.6828466879588873
160,0.041629833,3.6807730096495193
161,0.041786478,3.678519699835979
162,0.041948361,3.6760907882244034
163,0.042115657,3.673451522025174
164,0.042288548,3.670509108528908
165,0.042467221,3.667162170712487
166,0.042651869,3.6632628312294773
167,0.042842691,3.6586750466481517
168,0.043039895,3.653417036552383
169,0.043243694,3.6476925689773325
170,0.043454308,3.6415839817568973
171,0.043671965,3.6350753159684106
172,0.0438969,3.6281743956351233
173,0.044129358,3.6209440162267303
174,0.04436959,3.6135683741846165
175,0.044617854,3.6061088871312754
176,0.044874422,3.5986523462858973
177,0.045139569,3.5913802994860484
178,0.045413583,3.5844716215150174
179,0.04569676,3.578033249912429
180,0.045989407,3.5721021694370467
181,0.04629184,3.5662794794779824
182,0.046604387,3.559587243954553
183,0.046927386,3.550917711812328
184,0.047261187,3.5389174436339363
185,0.04760615,3.522415137973678
186,0.047962649,3.5014580958075094
187,0.048331069,3.4761714291751558
188,0.048711811,3.4468005691056574
189,0.049105284,3.4147007125226954
190,0.049511916,3.380729756063965
191,0.049932145,3.3456507193020504
192,0.050366428,3.3105565833112576
193,0.050815234,3.2755238388920302
194,0.051279048,3.2410049069784397
195,0.051758373,3.2076370035113624
196,0.052253726,3.1758474173439586
197,0.052765645,3.1459506186360033
198,0.053294683,3.116598395783368
199,0.053841413,3.087645431788063
200,0.054406426,3.060955136338807
201,0.054990333,3.0360840737975425
202,0.055593767,3.013071294364156
203,0.05621738,2.9918275445774127
204,0.056861848,2.972116343151452
205,0.057527868,2.953651057561567
206,0.058216159,2.9359061421403263
207,0.058927468,2.917884780671777
208,0.059662564,2.898814938935347
209,0.060422243,2.878715717607475
210,0.061207325,2.8582343052830113
211,0.062018662,2.8384880623071864
212,0.062857131,2.8202649984708423
213,0.063723639,2.8037403772771006
214,0.064619124,2.7888349996104265
215,0.065544555,2.7744628885161378
216,0.066500933,2.7553923317845723
217,0.067489294,2.7424763647130415
218,0.068510706,2.751842806694188
219,0.069499067,2.7746725350003105
220,0.070455445,2.799795722749877
221,0.071380876,2.8248589234689794
222,0.072276361,2.849105904186496
223,0.073142869,2.872245542711514
224,0.073981338,2.894089706557211
225,0.074792675,2.914541911831036
226,0.075577757,2.933604491925647
227,0.076337436,2.9513365808646466
228,0.077072532,2.967819717725468
229,0.077783841,2.9831696305674655
230,0.078472132,2.997515324690754
231,0.079138152,3.0109509723194585
232,0.07978262,3.0235693506908308
233,0.080406233,3.0354730835230725
234,0.081009667,3.04674899140495
235,0.081593574,3.0574707070592595
236,0.082158587,3.067697096423865
237,0.082705317,3.077483416614488
238,0.083234355,3.0868734651883307
239,0.083746274,3.0958984368620013
240,0.084241627,3.1045819223265587
241,0.084720952,3.112942788888822
242,0.085184766,3.1209956136208405
243,0.085633572,3.128751837518865
244,0.086067855,3.13622112434041
245,0.086488084,3.1434127472453453
246,0.086894716,3.1503344432706304
247,0.087288189,3.156992745652352
248,0.087668931,3.163396007465622
249,0.088037351,3.1695527475300365
250,0.08839385,3.1754702607621828
251,0.088738813,3.181156576270909
252,0.089072614,3.186619558046326
253,0.089395613,3.19186694506696
254,0.08970816,3.1969075193047876
255,0.090010593,3.201749489585548
256,0.09030324,3.206400161060835
257,0.090586417,3.2108676125729647
258,0.090860431,3.215159692146899
259,0.091125578,3.2192834839966284
260,0.091382146,3.223246675111464
261,0.09163041,3.2270572097107215
262,0.091870642,3.2307220571126045
263,0.0921031,3.2342481155305105
264,0.092328035,3.237642672394826
265,0.092545692,3.240912862720022
266,0.092756306,3.2440641364873204
267,0.092960105,3.247100902042054
268,0.093157309,3.2500270555893556
269,0.093348131,3.2528451589716303
270,0.093532779,3.255557845869059
271,0.093711452,3.2581675238090453
272,0.093884343,3.260676625099838
273,0.094051639,3.263086749898923
274,0.094213522,3.2653996402680656
275,0.094370167,3.2676176939791075
276,0.094521742,3.2697417335946732
277,0.094668413,3.2717727693437983
278,0.094810338,3.273712863363659
279,0.09494767,3.275563218387793
280,0.095080559,3.277325487782857
281,0.095209147,3.2790023200202922
282,0.095333574,3.280597080896244
283,0.095453975,3.2821157397537544
284,0.09557048,3.283568585016081
285,0.095683215,3.28497597248715
286,0.095792302,3.2863755234336773
287,0.095897859,3.2878650593457
288,0.096,3.2888081553116733
289,0.096100606,3.289504380363526
290,0.096227262,3.2905780097278
291,0.096386711,3.2918733162288856
292,0.096587447,3.293350083671414
293,0.096840158,3.295000860731032
294,0.097158302,3.296819157874004
295,0.097558822,3.298783181815227
296,0.098063046,3.3006240015293407
297,0.098697828,3.3014989760406563
298,0.09949697,3.2994555977502498
299,0.10050303,3.2927537368191526
300,0.101302172,3.286131566659277
301,0.101936954,3.2805091745508275
302,0.102441178,3.276412808756137
303,0.102841698,3.273929358444654
304,0.103159842,3.2728730467485443
305,0.103412553,3.272722244807103
306,0.103613289,3.273203249006017
307,0.103772738,3.2741321936232013
308,0.103899394,3.2751441348876784
309,0.104,3.276959851296549
310,0.10410174,3.2776629689415477
311,0.10420446,3.2782349961533357
312,0.104308171,3.278578209974357
313,0.104412882,3.2789117914219528
314,0.104518602,3.279235561700032
315,0.104625341,3.2795472841437587
316,0.10473311,3.279851526125398
317,0.104841917,3.2801302689985694
318,0.104951773,3.280394576870884
319,0.105062688,3.2806470077481023
320,0.105174673,3.2808756716444294
321,0.105287737,3.2810900445257802
322,0.105401891,3.2812813331483115
323,0.105517145,3.281455192503967
324,0.105633511,3.2816082037925525
325,0.105750998,3.281742780323725
326,0.105869618,3.28185610383585
327,0.105989381,3.2819493126805517
328,0.106110299,3.282021989866849
329,0.106232383,3.282074039216945
330,0.106355644,3.282105699428725
331,0.106480093,3.2821162952379046
332,0.106605741,3.2821049715452912
333,0.106732601,3.282070902398783
334,0.106860684,3.2820169131584462
335,0.106990001,3.2819359760161855
336,0.107120566,3.2818353800153175
337,0.107252389,3.2817142204651746
338,0.107385482,3.2815667471340846
339,0.107519859,3.2813976866489316
340,0.107655532,3.281206933071765
341,0.107792512,3.2809915507613714
342,0.107930812,3.2807538570398656
343,0.108070446,3.2804933409590626
344,0.108211426,3.2802037509884006
345,0.108353765,3.2798802822286652
346,0.108497477,3.2795152846457696
347,0.108642574,3.2791091587686103
348,0.108789069,3.278684248514651
349,0.108936977,3.2782634899130882
350,0.10908631,3.2778378474277656
351,0.109237084,3.2773840643619576
352,0.109389311,3.276895431216343
353,0.109543005,3.276374737429869
354,0.109698181,3.275825772107665
355,0.109854853,3.275249438882446
356,0.110013035,3.2746448574021674
357,0.110172742,3.2740113577517556
358,0.110333989,3.2733484389120906
359,0.11049679,3.272657024168073
360,0.110661161,3.271936166763157
361,0.110827116,3.2711834347946103
362,0.110994671,3.270398816688028
363,0.111163841,3.2695826675740176
364,0.111334643,3.2687351767714397
365,0.11150709,3.267856329830593
366,0.111681201,3.2669459937184957
367,0.111856989,3.266003211787498
368,0.112034473,3.265027426618419
369,0.112213667,3.264018413175807
370,0.112394589,3.2629757777219197
371,0.112577255,3.261899292617978
372,0.112761682,3.2607900418380265
373,0.112947887,3.2596522137331485
374,0.113135887,3.2584841454921896
375,0.113325699,3.257272711477736
376,0.113517341,3.256021351647744
377,0.113710831,3.254736170887224
378,0.113906185,3.253417236784718
379,0.114103424,3.252063788541838
380,0.114302563,3.2506753636613026
381,0.114503623,3.2492492687716767
382,0.11470662,3.247784162299814
383,0.114911575,3.246286137133648
384,0.115118505,3.2447586303519866
385,0.115327431,3.2431988310368376
386,0.11553837,3.241606576549408
387,0.115751343,3.2399816087858024
388,0.115966369,3.2383234653133965
389,0.116183468,3.23663262167791
390,0.11640266,3.2349095837922857
391,0.116623965,3.233155158527237
392,0.116847403,3.231370182785058
393,0.117072995,3.2295549446547
394,0.117300762,3.2277106752547495
395,0.117530725,3.2258381073460263
396,0.117762905,3.223938079944393
397,0.117997323,3.222013255363049
398,0.118234001,3.2200629145404123
399,0.11847296,3.218086508749096
400,0.118714223,3.2160874592037865
401,0.118957812,3.2140650870845566
402,0.11920375,3.2120184234595803
403,0.119452058,3.209949577736877
404,0.11970276,3.2078621143596067
405,0.119955879,3.2057560195486468
406,0.120211437,3.2036283584192993
407,0.12046946,3.201482583156466
408,0.12072997,3.199325325315405
409,0.120992991,3.197157198362895
410,0.121258548,3.1949765594471633
411,0.121526665,3.192785034051942
412,0.121797367,3.1905841503894767
413,0.122070678,3.1883753981292426
414,0.122346624,3.1861581436266286
415,0.122625231,3.1839340937512817
416,0.122906523,3.181709773492866
417,0.123190527,3.1794842173710456
418,0.123477269,3.177257939798938
419,0.123766775,3.1750331574944615
420,0.124059072,3.172805893302532
421,0.124354187,3.170581837086217
422,0.124652146,3.168362259592114
423,0.124952979,3.1661468406593296
424,0.125256711,3.163936457973974
425,0.125563371,3.1617341271552437
426,0.125872988,3.1595414273846907
427,0.126185589,3.1573572578150393
428,0.126501204,3.155185283991201
429,0.126819862,3.1530283081790533
430,0.127141592,3.1508842226704052
431,0.127466423,3.148757106155878
432,0.127794385,3.1466471329693544
433,0.12812551,3.144554162341704
434,0.128459826,3.1424803471841867
435,0.128797365,3.1404294141358333
436,0.129138159,3.138405271433278
437,0.129482237,3.136403584046802
438,0.129829633,3.13442668024793
439,0.130180377,3.132474752344593
440,0.130534503,3.130550454945452
441,0.130892043,3.128656194023491
442,0.131253029,3.1267907586451087
443,0.131617496,3.124955626483946
444,0.131985476,3.123153719542043
445,0.132357004,3.1213859262655936
446,0.132732113,3.119651930701477
447,0.133110838,3.117959455229978
448,0.133493214,3.116307300855104
449,0.133879277,3.114690039627009
450,0.134269061,3.113109089100757
451,0.134662603,3.1115616782390942
452,0.135059939,3.1100499068972463
453,0.135461105,3.108574114637884
454,0.135866139,3.1071330164963324
455,0.136275077,3.1057301106754527
456,0.136687957,3.104368836433794
457,0.137104818,3.1030497428334645
458,0.137525698,3.101773067612371
459,0.137950634,3.100539277336363
460,0.138379668,3.0993486602181064
461,0.138812837,3.0982023891184602
462,0.139250182,3.0971010810203308
463,0.139691743,3.0960438449476784
464,0.140137561,3.0950314026957506
465,0.140587677,3.094066377066871
466,0.141042132,3.0931428581250384
467,0.141500969,3.0922634575100254
468,0.141964228,3.091432961839163
469,0.142431954,3.0906422439524133
470,0.142904188,3.0898935173708
471,0.143380975,3.0891929102905715
472,0.143862358,3.08853530612724
473,0.144348382,3.0879138928299703
474,0.144839091,3.087328711527096
475,0.145334531,3.086782483157392
476,0.145834747,3.0862600865346983
477,0.146339786,3.0857279589172912
478,0.146849693,3.085146842497996
479,0.147364516,3.0844397375361643
480,0.147884301,3.083476843103853
481,0.148409098,3.0821094991061933
482,0.148938954,3.0802240653473305
483,0.149473917,3.077813868413919
484,0.150014038,3.074948477580396
485,0.150559366,3.0716995038725226
486,0.151109951,3.0681326905486537
487,0.151665844,3.0642925020640037
488,0.152227095,3.0602051944904654
489,0.152793758,3.0558885925831576
490,0.153365883,3.0513503757293803
491,0.153943523,3.046597608425718
492,0.154526733,3.0416364814946752
493,0.155115564,3.0364735551013395
494,0.155710072,3.0311173484601244
495,0.156310311,3.0255798006689303
496,0.156916337,3.0198750914177803
497,0.157528205,3.0140196388981946
498,0.158145971,3.008034249187148
499,0.158769693,3.0019460548081915
500,0.159399428,2.995782885631816
501,0.160035233,2.9895696559002674
502,0.160677168,2.983336640833861
503,0.161325292,2.977121938999732
504,0.161979663,2.97096474458044
505,0.162640343,2.964902399766081
506,0.163307392,2.9589754333598717
507,0.163980871,2.9532227736185304
508,0.164660843,2.9476819759338846
509,0.16534737,2.9423893074011227
510,0.166040515,2.9373736420484025
511,0.166740343,2.9326588997502516
512,0.167446917,2.9282639918976283
513,0.168160303,2.924203940738833
514,0.168880565,2.920487386142965
515,0.169607772,2.9171152173253088
516,0.170341989,2.9140812484824083
517,0.171083283,2.911378131165535
518,0.171831725,2.9089966879688642
519,0.172587381,2.9069286899184084
520,0.173350322,2.9051627401426887
521,0.174120618,2.9036874541756332
522,0.17489834,2.902496306064646
523,0.175683559,2.9015830489951053
524,0.176476348,2.9009416609045298
525,0.17727678,2.9005676040155097
526,0.178084928,2.9004553531753277
527,0.178900867,2.900600781903636
528,0.179724672,2.90100128659925
529,0.180556419,2.901655065294985
530,0.181396183,2.902563248569699
531,0.182244044,2.903725988997056
532,0.183100078,2.905139169454
533,0.183964364,2.9067970710980395
534,0.184836983,2.908694707466774
535,0.185718013,2.9108272696642876
536,0.186607537,2.913185762746202
537,0.187505636,2.915755336801576
538,0.188412394,2.9185261662015436
539,0.189327892,2.9214931143826552
540,0.190252216,2.9246477037501926
541,0.191185451,2.9279829780618223
542,0.192127683,2.9314922982418516
543,0.193078998,2.935171384010689
544,0.194039484,2.9390396108250214
545,0.195009229,2.942925693195188
546,0.195988323,2.9466990982401144
547,0.196976855,2.950356471361706
548,0.197974918,2.9539608322468673
549,0.198982602,2.957497540004198
550,0.2,2.9592017001177098
